::1 - - [28/Nov/2022:16:42:33 +0000] "GET /api-users/getUserByEmail?email=dovancuongadhp@gmail.com HTTP/1.1" 200 234
::1 - - [28/Nov/2022:16:48:06 +0000] "OPTIONS /api-users/getAllUsers HTTP/1.1" 204 0
::1 - - [28/Nov/2022:16:48:06 +0000] "OPTIONS /api-users/getAllUsers HTTP/1.1" 204 0
::1 - - [28/Nov/2022:16:48:06 +0000] "GET /api-users/getAllUsers HTTP/1.1" 403 9
::1 - - [28/Nov/2022:16:48:06 +0000] "GET /api-users/getAllUsers HTTP/1.1" 403 9
::1 - - [28/Nov/2022:16:48:09 +0000] "GET /api-users/getAllUsers HTTP/1.1" 403 9
::1 - - [28/Nov/2022:16:48:09 +0000] "GET /api-users/getAllUsers HTTP/1.1" 403 9
::1 - - [28/Nov/2022:16:48:10 +0000] "GET /api-users/getAllUsers HTTP/1.1" 403 9
::1 - - [28/Nov/2022:16:48:10 +0000] "GET /api-users/getAllUsers HTTP/1.1" 403 9
::1 - - [28/Nov/2022:16:48:30 +0000] "OPTIONS /api-users/getAllUsers HTTP/1.1" 204 0
::1 - - [28/Nov/2022:16:48:30 +0000] "OPTIONS /api-users/getAllUsers HTTP/1.1" 204 0
::1 - - [28/Nov/2022:16:48:30 +0000] "GET /api-users/getAllUsers HTTP/1.1" 403 9
::1 - - [28/Nov/2022:16:48:30 +0000] "GET /api-users/getAllUsers HTTP/1.1" 403 9
::1 - - [28/Nov/2022:16:48:40 +0000] "OPTIONS /api-users/getAllUsers HTTP/1.1" 204 0
::1 - - [28/Nov/2022:16:48:40 +0000] "OPTIONS /api-users/getAllUsers HTTP/1.1" 204 0
::1 - - [28/Nov/2022:16:48:40 +0000] "GET /api-users/getAllUsers HTTP/1.1" 403 9
::1 - - [28/Nov/2022:16:48:40 +0000] "GET /api-users/getAllUsers HTTP/1.1" 403 9
::1 - - [28/Nov/2022:17:00:18 +0000] "OPTIONS /api-users/getAllUsers HTTP/1.1" 204 0
::1 - - [28/Nov/2022:17:00:18 +0000] "OPTIONS /api-users/getAllUsers HTTP/1.1" 204 0
::1 - - [28/Nov/2022:17:00:18 +0000] "GET /api-users/getAllUsers HTTP/1.1" 200 1095
::1 - - [28/Nov/2022:17:00:18 +0000] "GET /api-users/getAllUsers HTTP/1.1" 304 -
::1 - - [28/Nov/2022:17:00:25 +0000] "OPTIONS /api-users/getAllUsers HTTP/1.1" 204 0
::1 - - [28/Nov/2022:17:00:25 +0000] "OPTIONS /api-users/getAllUsers HTTP/1.1" 204 0
::1 - - [28/Nov/2022:17:00:25 +0000] "GET /api-users/getAllUsers HTTP/1.1" 403 9
::1 - - [28/Nov/2022:17:00:25 +0000] "GET /api-users/getAllUsers HTTP/1.1" 403 9
::1 - - [28/Nov/2022:17:00:35 +0000] "OPTIONS /api-users/getAllUsers HTTP/1.1" 204 0
::1 - - [28/Nov/2022:17:00:35 +0000] "OPTIONS /api-users/getAllUsers HTTP/1.1" 204 0
::1 - - [28/Nov/2022:17:00:35 +0000] "GET /api-users/getAllUsers HTTP/1.1" 200 1095
::1 - - [28/Nov/2022:17:00:35 +0000] "GET /api-users/getAllUsers HTTP/1.1" 304 -
::1 - - [28/Nov/2022:17:01:34 +0000] "OPTIONS /api-users/getAllUsers HTTP/1.1" 204 0
::1 - - [28/Nov/2022:17:01:34 +0000] "OPTIONS /api-users/getAllUsers HTTP/1.1" 204 0
::1 - - [28/Nov/2022:17:01:34 +0000] "GET /api-users/getAllUsers HTTP/1.1" 304 -
::1 - - [28/Nov/2022:17:01:34 +0000] "GET /api-users/getAllUsers HTTP/1.1" 304 -
::1 - - [28/Nov/2022:17:02:08 +0000] "OPTIONS /api-users/getAllUsers HTTP/1.1" 204 0
::1 - - [28/Nov/2022:17:02:08 +0000] "OPTIONS /api-users/getAllUsers HTTP/1.1" 204 0
::1 - - [28/Nov/2022:17:02:08 +0000] "GET /api-users/getAllUsers HTTP/1.1" 304 -
::1 - - [28/Nov/2022:17:02:08 +0000] "GET /api-users/getAllUsers HTTP/1.1" 304 -
::1 - - [28/Nov/2022:17:02:20 +0000] "OPTIONS /api-users/getAllUsers HTTP/1.1" 204 0
::1 - - [28/Nov/2022:17:02:20 +0000] "GET /api-users/getAllUsers HTTP/1.1" 304 -
::1 - - [28/Nov/2022:17:02:37 +0000] "OPTIONS /api-users/getAllUsers HTTP/1.1" 204 0
::1 - - [28/Nov/2022:17:02:37 +0000] "GET /api-users/getAllUsers HTTP/1.1" 304 -
::1 - - [29/Nov/2022:04:02:24 +0000] "POST /login HTTP/1.1" 200 453
